line_id,direction,time_period_id,station_id,total_ons
green,0,time_period_08,place-stpul,219
green,0,time_period_08,place-sumav,258
green,0,time_period_08,place-symcl,1814
green,0,time_period_08,place-tapst,175
green,0,time_period_08,place-waban,17
green,0,time_period_08,place-wascm,429
green,0,time_period_08,place-woodl,1
green,0,time_period_08,place-wrnst,461
green,0,time_period_09,place-alsgr,112
green,0,time_period_09,place-armnl,1697
green,0,time_period_09,place-babck,219
green,0,time_period_09,place-bckhl,0
green,0,time_period_09,place-bcnfd,17
green,0,time_period_09,place-bcnwa,3
green,0,time_period_09,place-bland,403
green,0,time_period_09,place-bndhl,1
green,0,time_period_09,place-boyls,5128
green,0,time_period_09,place-brico,303
green,0,time_period_09,place-brkhl,20
green,0,time_period_09,place-brmnl,41
green,0,time_period_09,place-bucen,1322
green,0,time_period_09,place-buest,729
green,0,time_period_09,place-buwst,184
green,0,time_period_09,place-bvmnl,198
green,0,time_period_09,place-chhil,24
green,0,time_period_09,place-chill,7
green,0,time_period_09,place-chswk,3
green,0,time_period_09,place-clmnl,0
green,0,time_period_09,place-coecl,3357
green,0,time_period_09,place-cool,242
green,0,time_period_09,place-denrd,0
green,0,time_period_09,place-eliot,4
green,0,time_period_09,place-engav,0
green,0,time_period_09,place-fbkst,0
green,0,time_period_09,place-fenwd,21
green,0,time_period_09,place-fenwy,887
green,0,time_period_09,place-gover,4683
green,0,time_period_09,place-grigg,190
green,0,time_period_09,place-haecl,2589
green,0,time_period_09,place-harvd,1097
green,0,time_period_09,place-hsmnl,0
green,0,time_period_09,place-hwsst,15
green,0,time_period_09,place-hymnl,4600
green,0,time_period_09,place-kencl,3696
green,0,time_period_09,place-kntst,4
green,0,time_period_09,place-lake,0
green,0,time_period_09,place-lech,1790
green,0,time_period_09,place-lngmd,74
green,0,time_period_09,place-longw,362
green,0,time_period_09,place-mfa,98
green,0,time_period_09,place-mispk,5
green,0,time_period_09,place-newtn,8
green,0,time_period_09,place-newto,110
green,0,time_period_09,place-north,2916
green,0,time_period_09,place-nuniv,488
green,0,time_period_09,place-pktrm,9928
green,0,time_period_09,place-plsgr,253
green,0,time_period_09,place-prmnl,223
green,0,time_period_09,place-river,0
green,0,time_period_09,place-rsmnl,238
green,0,time_period_09,place-rvrwy,1
green,0,time_period_09,place-smary,212
green,0,time_period_09,place-sougr,0
green,0,time_period_09,place-spmnl,495
green,0,time_period_09,place-sthld,0
green,0,time_period_09,place-stpul,32
green,0,time_period_09,place-sumav,16
green,0,time_period_09,place-symcl,301
green,0,time_period_09,place-tapst,3
green,0,time_period_09,place-waban,4
green,0,time_period_09,place-wascm,36
green,0,time_period_09,place-woodl,0
green,0,time_period_09,place-wrnst,98
green,1,time_period_01,place-alsgr,1269
green,1,time_period_01,place-armnl,605
green,1,time_period_01,place-babck,426
green,1,time_period_01,place-bckhl,79
green,1,time_period_01,place-bcnfd,932
green,1,time_period_01,place-bcnwa,1039
green,1,time_period_01,place-bland,19
green,1,time_period_01,place-bndhl,281
green,1,time_period_01,place-boyls,582
green,1,time_period_01,place-brico,714
green,1,time_period_01,place-brkhl,705
green,1,time_period_01,place-brmnl,528
green,1,time_period_01,place-bucen,153
green,1,time_period_01,place-buest,19
green,1,time_period_01,place-buwst,131
green,1,time_period_01,place-bvmnl,1496
green,1,time_period_01,place-chhil,1656
green,1,time_period_01,place-chill,448
green,1,time_period_01,place-chswk,1032
green,1,time_period_01,place-clmnl,622
green,1,time_period_01,place-coecl,2366
green,1,time_period_01,place-cool,1308
green,1,time_period_01,place-denrd,318
green,1,time_period_01,place-eliot,1446
green,1,time_period_01,place-engav,919
green,1,time_period_01,place-fbkst,589
green,1,time_period_01,place-fenwd,156
green,1,time_period_01,place-fenwy,388
green,1,time_period_01,place-gover,1787
green,1,time_period_01,place-grigg,1467
green,1,time_period_01,place-haecl,1517
green,1,time_period_01,place-harvd,2059
green,1,time_period_01,place-hsmnl,569
green,1,time_period_01,place-hwsst,72
green,1,time_period_01,place-hymnl,1578
green,1,time_period_01,place-kencl,4429
green,1,time_period_01,place-kntst,207
green,1,time_period_01,place-lake,295
green,1,time_period_01,place-lech,0
green,1,time_period_01,place-lngmd,266
green,1,time_period_01,place-longw,200
green,1,time_period_01,place-mfa,128
green,1,time_period_01,place-mispk,360
green,1,time_period_01,place-newtn,1171
green,1,time_period_01,place-newto,1729
green,1,time_period_01,place-north,235
green,1,time_period_01,place-nuniv,247
green,1,time_period_01,place-pktrm,5067
green,1,time_period_01,place-plsgr,86
green,1,time_period_01,place-prmnl,435
green,1,time_period_01,place-river,917
green,1,time_period_01,place-rsmnl,1631
green,1,time_period_01,place-rvrwy,251
green,1,time_period_01,place-smary,581
green,1,time_period_01,place-sougr,235
green,1,time_period_01,place-spmnl,4
green,1,time_period_01,place-sthld,1343
green,1,time_period_01,place-stpul,616
green,1,time_period_01,place-sumav,640
green,1,time_period_01,place-symcl,328
green,1,time_period_01,place-tapst,924
green,1,time_period_01,place-waban,579
green,1,time_period_01,place-wascm,2326
green,1,time_period_01,place-woodl,1275
green,1,time_period_01,place-wrnst,1277
green,1,time_period_02,place-alsgr,4593
green,1,time_period_02,place-armnl,3688
green,1,time_period_02,place-babck,998
green,1,time_period_02,place-bckhl,480
green,1,time_period_02,place-bcnfd,4505
green,1,time_period_02,place-bcnwa,2921
green,1,time_period_02,place-bland,136
green,1,time_period_02,place-bndhl,1069
green,1,time_period_02,place-boyls,2383
green,1,time_period_02,place-brico,3264
green,1,time_period_02,place-brkhl,3231
green,1,time_period_02,place-brmnl,2119
green,1,time_period_02,place-bucen,233
green,1,time_period_02,place-buest,106
green,1,time_period_02,place-buwst,295
green,1,time_period_02,place-bvmnl,4564
green,1,time_period_02,place-chhil,5186
green,1,time_period_02,place-chill,1044
green,1,time_period_02,place-chswk,2150
green,1,time_period_02,place-clmnl,2108
green,1,time_period_02,place-coecl,7295
green,1,time_period_02,place-cool,5085
green,1,time_period_02,place-denrd,1444
green,1,time_period_02,place-eliot,4544
green,1,time_period_02,place-engav,2555
green,1,time_period_02,place-fbkst,1769
green,1,time_period_02,place-fenwd,830
green,1,time_period_02,place-fenwy,2509
green,1,time_period_02,place-gover,6103
green,1,time_period_02,place-grigg,4334
green,1,time_period_02,place-haecl,4264
green,1,time_period_02,place-harvd,5957
green,1,time_period_02,place-hsmnl,2024
green,1,time_period_02,place-hwsst,533
green,1,time_period_02,place-hymnl,7081
green,1,time_period_02,place-kencl,10341
green,1,time_period_02,place-kntst,890
green,1,time_period_02,place-lake,899
green,1,time_period_02,place-lech,0
green,1,time_period_02,place-lngmd,1942
green,1,time_period_02,place-longw,1121
green,1,time_period_02,place-mfa,916
green,1,time_period_02,place-mispk,2410
green,1,time_period_02,place-newtn,3752
green,1,time_period_02,place-newto,4381
green,1,time_period_02,place-north,1505
green,1,time_period_02,place-nuniv,1643
green,1,time_period_02,place-pktrm,22313
green,1,time_period_02,place-plsgr,554
green,1,time_period_02,place-prmnl,2001
green,1,time_period_02,place-river,2834
green,1,time_period_02,place-rsmnl,6350
green,1,time_period_02,place-rvrwy,1219
green,1,time_period_02,place-smary,1551
green,1,time_period_02,place-sougr,1046
green,1,time_period_02,place-spmnl,32
green,1,time_period_02,place-sthld,3624
green,1,time_period_02,place-stpul,2380
green,1,time_period_02,place-sumav,2553
green,1,time_period_02,place-symcl,2813
green,1,time_period_02,place-tapst,2311
green,1,time_period_02,place-waban,2423
green,1,time_period_02,place-wascm,4968
green,1,time_period_02,place-woodl,3591
green,1,time_period_02,place-wrnst,3520
green,1,time_period_03,place-alsgr,19486
green,1,time_period_03,place-armnl,21535
green,1,time_period_03,place-babck,7333
green,1,time_period_03,place-bckhl,2338
green,1,time_period_03,place-bcnfd,13062
green,1,time_period_03,place-bcnwa,13543
green,1,time_period_03,place-bland,843
green,1,time_period_03,place-bndhl,7765
green,1,time_period_03,place-boyls,13798
green,1,time_period_03,place-brico,20311
green,1,time_period_03,place-brkhl,12427
green,1,time_period_03,place-brmnl,16803
green,1,time_period_03,place-bucen,1198
green,1,time_period_03,place-buest,844
green,1,time_period_03,place-buwst,1338
green,1,time_period_03,place-bvmnl,12646
green,1,time_period_03,place-chhil,11550
green,1,time_period_03,place-chill,5724
green,1,time_period_03,place-chswk,11394
green,1,time_period_03,place-clmnl,13082
green,1,time_period_03,place-coecl,57042
green,1,time_period_03,place-cool,21029
green,1,time_period_03,place-denrd,10811
green,1,time_period_03,place-eliot,13274
green,1,time_period_03,place-engav,14297
green,1,time_period_03,place-fbkst,10463
green,1,time_period_03,place-fenwd,4432
green,1,time_period_03,place-fenwy,9001
green,1,time_period_03,place-gover,23043
green,1,time_period_03,place-grigg,19761
green,1,time_period_03,place-haecl,13679
green,1,time_period_03,place-harvd,30149
green,1,time_period_03,place-hsmnl,8964
green,1,time_period_03,place-hwsst,2986
green,1,time_period_03,place-hymnl,49083
green,1,time_period_03,place-kencl,69121
green,1,time_period_03,place-kntst,4388
green,1,time_period_03,place-lake,5048
green,1,time_period_03,place-lech,0
green,1,time_period_03,place-lngmd,12068
green,1,time_period_03,place-longw,4667
green,1,time_period_03,place-mfa,7120
green,1,time_period_03,place-mispk,12128
green,1,time_period_03,place-newtn,13274
green,1,time_period_03,place-newto,15273
green,1,time_period_03,place-north,13936
green,1,time_period_03,place-nuniv,13327
green,1,time_period_03,place-pktrm,96449
green,1,time_period_03,place-plsgr,3200
green,1,time_period_03,place-prmnl,21482
green,1,time_period_03,place-river,10140
green,1,time_period_03,place-rsmnl,17627
green,1,time_period_03,place-rvrwy,12583
green,1,time_period_03,place-smary,6646
green,1,time_period_03,place-sougr,5833
green,1,time_period_03,place-spmnl,305
green,1,time_period_03,place-sthld,16573
green,1,time_period_03,place-stpul,9984
green,1,time_period_03,place-sumav,12699
green,1,time_period_03,place-symcl,21320
green,1,time_period_03,place-tapst,11376
green,1,time_period_03,place-waban,11756
green,1,time_period_03,place-wascm,16924
green,1,time_period_03,place-woodl,11798
green,1,time_period_03,place-wrnst,19568
green,1,time_period_04,place-alsgr,25309
green,1,time_period_04,place-armnl,64718
green,1,time_period_04,place-babck,21369
green,1,time_period_04,place-bckhl,2584
green,1,time_period_04,place-bcnfd,18413
green,1,time_period_04,place-bcnwa,16622
green,1,time_period_04,place-bland,6581
green,1,time_period_04,place-bndhl,5683
green,1,time_period_04,place-boyls,34700
green,1,time_period_04,place-brico,38634
green,1,time_period_04,place-brkhl,18943
green,1,time_period_04,place-brmnl,30512
green,1,time_period_04,place-bucen,9832
green,1,time_period_04,place-buest,7674
green,1,time_period_04,place-buwst,9542
green,1,time_period_04,place-bvmnl,29461
green,1,time_period_04,place-chhil,15300
green,1,time_period_04,place-chill,6963
green,1,time_period_04,place-chswk,13717
green,1,time_period_04,place-clmnl,11699
green,1,time_period_04,place-coecl,114036
green,1,time_period_04,place-cool,39644
green,1,time_period_04,place-denrd,7564
green,1,time_period_04,place-eliot,10370
green,1,time_period_04,place-engav,8625
green,1,time_period_04,place-fbkst,9091
green,1,time_period_04,place-fenwd,5777
green,1,time_period_04,place-fenwy,25928
green,1,time_period_04,place-gover,32259
green,1,time_period_04,place-grigg,24734
green,1,time_period_04,place-haecl,17707
green,1,time_period_04,place-harvd,51543
green,1,time_period_04,place-hsmnl,13100
green,1,time_period_04,place-hwsst,5063
green,1,time_period_04,place-hymnl,67701
green,1,time_period_04,place-kencl,116493
green,1,time_period_04,place-kntst,7213
green,1,time_period_04,place-lake,7685
green,1,time_period_04,place-lech,0
green,1,time_period_04,place-lngmd,35040
green,1,time_period_04,place-longw,15238
green,1,time_period_04,place-mfa,18507
green,1,time_period_04,place-mispk,15007
green,1,time_period_04,place-newtn,17185
green,1,time_period_04,place-newto,22300
green,1,time_period_04,place-north,12867
green,1,time_period_04,place-nuniv,20157
green,1,time_period_04,place-pktrm,138847
green,1,time_period_04,place-plsgr,11368
green,1,time_period_04,place-prmnl,38233
green,1,time_period_04,place-river,8421
green,1,time_period_04,place-rsmnl,28564
green,1,time_period_04,place-rvrwy,9084
green,1,time_period_04,place-smary,13282
green,1,time_period_04,place-sougr,4515
green,1,time_period_04,place-spmnl,1092
green,1,time_period_04,place-sthld,15178
green,1,time_period_04,place-stpul,15009
green,1,time_period_04,place-sumav,12799
green,1,time_period_04,place-symcl,28539
green,1,time_period_04,place-tapst,11057
green,1,time_period_04,place-waban,7618
green,1,time_period_04,place-wascm,28585
green,1,time_period_04,place-woodl,12889
green,1,time_period_04,place-wrnst,21896
green,1,time_period_05,place-alsgr,9577
green,1,time_period_05,place-armnl,75768
green,1,time_period_05,place-babck,12542
green,1,time_period_05,place-bckhl,1062
green,1,time_period_05,place-bcnfd,5971
green,1,time_period_05,place-bcnwa,7388
green,1,time_period_05,place-bland,6175
green,1,time_period_05,place-bndhl,1395
green,1,time_period_05,place-boyls,37116
green,1,time_period_05,place-brico,15671
green,1,time_period_05,place-brkhl,11789
green,1,time_period_05,place-brmnl,27391
green,1,time_period_05,place-bucen,11415
green,1,time_period_05,place-buest,8293
green,1,time_period_05,place-buwst,8508
green,1,time_period_05,place-bvmnl,15642
green,1,time_period_05,place-chhil,13155
green,1,time_period_05,place-chill,3859
green,1,time_period_05,place-chswk,5134
green,1,time_period_05,place-clmnl,6501
green,1,time_period_05,place-coecl,121857
green,1,time_period_05,place-cool,20773
green,1,time_period_05,place-denrd,2862
green,1,time_period_05,place-eliot,4154
green,1,time_period_05,place-engav,3018
green,1,time_period_05,place-fbkst,2582
green,1,time_period_05,place-fenwd,3679
green,1,time_period_05,place-fenwy,21248
green,1,time_period_05,place-gover,22993
green,1,time_period_05,place-grigg,7980
green,1,time_period_05,place-haecl,10289
green,1,time_period_05,place-harvd,23158
green,1,time_period_05,place-hsmnl,7829
green,1,time_period_05,place-hwsst,2368
green,1,time_period_05,place-hymnl,57490
green,1,time_period_05,place-kencl,97341
green,1,time_period_05,place-kntst,3651
green,1,time_period_05,place-lake,7022
green,1,time_period_05,place-lech,0
green,1,time_period_05,place-lngmd,22980
green,1,time_period_05,place-longw,14266
green,1,time_period_05,place-mfa,18693
green,1,time_period_05,place-mispk,5533
green,1,time_period_05,place-newtn,9584
green,1,time_period_05,place-newto,13002
green,1,time_period_05,place-north,4782
green,1,time_period_05,place-nuniv,16755
green,1,time_period_05,place-pktrm,122513
green,1,time_period_05,place-plsgr,8389
green,1,time_period_05,place-prmnl,38300
green,1,time_period_05,place-river,5053
green,1,time_period_05,place-rsmnl,15605
green,1,time_period_05,place-rvrwy,3230
green,1,time_period_05,place-smary,7560
green,1,time_period_05,place-sougr,1920
green,1,time_period_05,place-spmnl,1012
green,1,time_period_05,place-sthld,5303
green,1,time_period_05,place-stpul,4685
green,1,time_period_05,place-sumav,4052
green,1,time_period_05,place-symcl,19270
green,1,time_period_05,place-tapst,4585
green,1,time_period_05,place-waban,3651
green,1,time_period_05,place-wascm,11442
green,1,time_period_05,place-woodl,7236
green,1,time_period_05,place-wrnst,14407
green,1,time_period_06,place-alsgr,7941
green,1,time_period_06,place-armnl,198672
green,1,time_period_06,place-babck,17087
green,1,time_period_06,place-bckhl,945
green,1,time_period_06,place-bcnfd,6999
green,1,time_period_06,place-bcnwa,8197
green,1,time_period_06,place-bland,11154
green,1,time_period_06,place-bndhl,1792
green,1,time_period_06,place-boyls,64225
green,1,time_period_06,place-brico,15007
green,1,time_period_06,place-brkhl,12516
green,1,time_period_06,place-brmnl,37492
green,1,time_period_06,place-bucen,18481
green,1,time_period_06,place-buest,12412
green,1,time_period_06,place-buwst,12058
green,1,time_period_06,place-bvmnl,22886
green,1,time_period_06,place-chhil,19803
green,1,time_period_06,place-chill,6351
green,1,time_period_06,place-chswk,4307
green,1,time_period_06,place-clmnl,8773
green,1,time_period_06,place-coecl,229380
green,1,time_period_06,place-cool,25096
green,1,time_period_06,place-denrd,2642
green,1,time_period_06,place-eliot,6689
green,1,time_period_06,place-engav,3996
green,1,time_period_06,place-fbkst,3799
green,1,time_period_06,place-fenwd,4221
green,1,time_period_06,place-fenwy,30152
green,1,time_period_06,place-gover,41592
green,1,time_period_06,place-grigg,7458
green,1,time_period_06,place-haecl,16268
green,1,time_period_06,place-harvd,20319
green,1,time_period_06,place-hsmnl,7578
green,1,time_period_06,place-hwsst,3061
green,1,time_period_06,place-hymnl,97042
green,1,time_period_06,place-kencl,157072
green,1,time_period_06,place-kntst,5177
green,1,time_period_06,place-lake,9633
green,1,time_period_06,place-lech,0
green,1,time_period_06,place-lngmd,26553
green,1,time_period_06,place-longw,19214
green,1,time_period_06,place-mfa,20030
green,1,time_period_06,place-mispk,5572
green,1,time_period_06,place-newtn,17516
green,1,time_period_06,place-newto,19882
green,1,time_period_06,place-north,11219
green,1,time_period_06,place-nuniv,20429
green,1,time_period_06,place-pktrm,187478
green,1,time_period_06,place-plsgr,12015
green,1,time_period_06,place-prmnl,71685
green,1,time_period_06,place-river,8881
green,1,time_period_06,place-rsmnl,18707
green,1,time_period_06,place-rvrwy,3855
green,1,time_period_06,place-smary,10602
green,1,time_period_06,place-sougr,2498
green,1,time_period_06,place-spmnl,2495
green,1,time_period_06,place-sthld,5526
green,1,time_period_06,place-stpul,7305
green,1,time_period_06,place-sumav,5697
green,1,time_period_06,place-symcl,25252
green,1,time_period_06,place-tapst,4801
green,1,time_period_06,place-waban,5373
green,1,time_period_06,place-wascm,11289
green,1,time_period_06,place-woodl,12098
green,1,time_period_06,place-wrnst,8572
green,1,time_period_07,place-alsgr,4979
green,1,time_period_07,place-armnl,89365
green,1,time_period_07,place-babck,8806
green,1,time_period_07,place-bckhl,700
green,1,time_period_07,place-bcnfd,4416
green,1,time_period_07,place-bcnwa,6061
green,1,time_period_07,place-bland,7194
green,1,time_period_07,place-bndhl,1003
green,1,time_period_07,place-boyls,51983
green,1,time_period_07,place-brico,11514
green,1,time_period_07,place-brkhl,6386
green,1,time_period_07,place-brmnl,22077
green,1,time_period_07,place-bucen,11802
green,1,time_period_07,place-buest,8957
green,1,time_period_07,place-buwst,7502
green,1,time_period_07,place-bvmnl,12328
green,1,time_period_07,place-chhil,10907
green,1,time_period_07,place-chill,4336
green,1,time_period_07,place-chswk,3322
green,1,time_period_07,place-clmnl,5407
green,1,time_period_07,place-coecl,161985
green,1,time_period_07,place-cool,20344
green,1,time_period_07,place-denrd,2000
green,1,time_period_07,place-eliot,3380
green,1,time_period_07,place-engav,2215
green,1,time_period_07,place-fbkst,2090
green,1,time_period_07,place-fenwd,2131
green,1,time_period_07,place-fenwy,22290
green,1,time_period_07,place-gover,21259
green,1,time_period_07,place-grigg,4109
green,1,time_period_07,place-haecl,9366
green,1,time_period_07,place-harvd,17689
green,1,time_period_07,place-hsmnl,2521
green,1,time_period_07,place-hwsst,1751
green,1,time_period_07,place-hymnl,81853
green,1,time_period_07,place-kencl,103453
green,1,time_period_07,place-kntst,2275
green,1,time_period_07,place-lake,8222
green,1,time_period_07,place-lech,0
green,1,time_period_07,place-lngmd,27718
green,1,time_period_07,place-longw,10334
green,1,time_period_07,place-mfa,18171
green,1,time_period_07,place-mispk,3119
green,1,time_period_07,place-newtn,9235
green,1,time_period_07,place-newto,12896
green,1,time_period_07,place-north,6295
green,1,time_period_07,place-nuniv,24794
green,1,time_period_07,place-pktrm,135601
green,1,time_period_07,place-plsgr,7849
green,1,time_period_07,place-prmnl,48518
green,1,time_period_07,place-river,3081
green,1,time_period_07,place-rsmnl,11672
green,1,time_period_07,place-rvrwy,2094
green,1,time_period_07,place-smary,8379
green,1,time_period_07,place-sougr,1422
green,1,time_period_07,place-spmnl,960
green,1,time_period_07,place-sthld,4004
green,1,time_period_07,place-stpul,5196
green,1,time_period_07,place-sumav,3721
green,1,time_period_07,place-symcl,24035
green,1,time_period_07,place-tapst,3992
green,1,time_period_07,place-waban,2448
green,1,time_period_07,place-wascm,7686
green,1,time_period_07,place-woodl,5066
green,1,time_period_07,place-wrnst,4413
green,1,time_period_08,place-alsgr,985
green,1,time_period_08,place-armnl,23889
green,1,time_period_08,place-babck,3131
green,1,time_period_08,place-bckhl,119
green,1,time_period_08,place-bcnfd,643
green,1,time_period_08,place-bcnwa,1608
green,1,time_period_08,place-bland,857
green,1,time_period_08,place-bndhl,94
green,1,time_period_08,place-boyls,23418
green,1,time_period_08,place-brico,3064
green,1,time_period_08,place-brkhl,667
green,1,time_period_08,place-brmnl,5732
green,1,time_period_08,place-bucen,2365
green,1,time_period_08,place-buest,1520
green,1,time_period_08,place-buwst,1532
green,1,time_period_08,place-bvmnl,2956
green,1,time_period_08,place-chhil,4015
green,1,time_period_08,place-chill,1414
green,1,time_period_08,place-chswk,773
green,1,time_period_08,place-clmnl,1166
green,1,time_period_08,place-coecl,47628
green,1,time_period_08,place-cool,5168
green,1,time_period_08,place-denrd,339
green,1,time_period_08,place-eliot,820
green,1,time_period_08,place-engav,282
green,1,time_period_08,place-fbkst,277
green,1,time_period_08,place-fenwd,562
green,1,time_period_08,place-fenwy,4534
green,1,time_period_08,place-gover,4198
green,1,time_period_08,place-grigg,861
green,1,time_period_08,place-haecl,2006
green,1,time_period_08,place-harvd,6142
green,1,time_period_08,place-hsmnl,1035
green,1,time_period_08,place-hwsst,150
green,1,time_period_08,place-hymnl,29261
green,1,time_period_08,place-kencl,55931
green,1,time_period_08,place-kntst,311
green,1,time_period_08,place-lake,1340
green,1,time_period_08,place-lech,0
green,1,time_period_08,place-lngmd,5802
green,1,time_period_08,place-longw,2285
green,1,time_period_08,place-mfa,3299
green,1,time_period_08,place-mispk,586
green,1,time_period_08,place-newtn,2215
green,1,time_period_08,place-newto,3738
green,1,time_period_08,place-north,3156
green,1,time_period_08,place-nuniv,4369
green,1,time_period_08,place-pktrm,67027
green,1,time_period_08,place-plsgr,4867
green,1,time_period_08,place-prmnl,12621
green,1,time_period_08,place-river,575
green,1,time_period_08,place-rsmnl,2415
green,1,time_period_08,place-rvrwy,424
green,1,time_period_08,place-smary,2731
green,1,time_period_08,place-sougr,270
green,1,time_period_08,place-spmnl,222
green,1,time_period_08,place-sthld,796
green,1,time_period_08,place-stpul,878
green,1,time_period_08,place-sumav,682
green,1,time_period_08,place-symcl,11007
green,1,time_period_08,place-tapst,1244
green,1,time_period_08,place-waban,277
green,1,time_period_08,place-wascm,1840
green,1,time_period_08,place-woodl,1497
green,1,time_period_08,place-wrnst,1170
green,1,time_period_09,place-alsgr,88
green,1,time_period_09,place-armnl,4036
green,1,time_period_09,place-babck,280
green,1,time_period_09,place-bckhl,7
green,1,time_period_09,place-bcnfd,36
green,1,time_period_09,place-bcnwa,132
green,1,time_period_09,place-bland,130
green,1,time_period_09,place-bndhl,11
green,1,time_period_09,place-boyls,4670
green,1,time_period_09,place-brico,357
green,1,time_period_09,place-brkhl,32
green,1,time_period_09,place-brmnl,575
green,1,time_period_09,place-bucen,315
green,1,time_period_09,place-buest,215
green,1,time_period_09,place-buwst,237
green,1,time_period_09,place-bvmnl,162
green,1,time_period_09,place-chhil,213
green,1,time_period_09,place-chill,80
green,1,time_period_09,place-chswk,68
green,1,time_period_09,place-clmnl,49
green,1,time_period_09,place-coecl,6545
green,1,time_period_09,place-cool,319
green,1,time_period_09,place-denrd,13
green,1,time_period_09,place-eliot,27
green,1,time_period_09,place-engav,15
green,1,time_period_09,place-fbkst,40
green,1,time_period_09,place-fenwd,133
green,1,time_period_09,place-fenwy,685
green,1,time_period_09,place-gover,849
green,1,time_period_09,place-grigg,79
green,1,time_period_09,place-haecl,369
green,1,time_period_09,place-harvd,780
green,1,time_period_09,place-hsmnl,44
green,1,time_period_09,place-hwsst,12
green,1,time_period_09,place-hymnl,4555
green,1,time_period_09,place-kencl,6399
green,1,time_period_09,place-kntst,5
green,1,time_period_09,place-lake,86
green,1,time_period_09,place-lech,0
green,1,time_period_09,place-lngmd,573
green,1,time_period_09,place-longw,100
green,1,time_period_09,place-mfa,416
green,1,time_period_09,place-mispk,82
green,1,time_period_09,place-newtn,114
green,1,time_period_09,place-newto,130
green,1,time_period_09,place-north,299
green,1,time_period_09,place-nuniv,758
green,1,time_period_09,place-pktrm,13860
green,1,time_period_09,place-plsgr,291
green,1,time_period_09,place-prmnl,1823
green,1,time_period_09,place-river,37
green,1,time_period_09,place-rsmnl,153
green,1,time_period_09,place-rvrwy,60
green,1,time_period_09,place-smary,286
green,1,time_period_09,place-sougr,31
green,1,time_period_09,place-spmnl,22
green,1,time_period_09,place-sthld,61
green,1,time_period_09,place-stpul,51
green,1,time_period_09,place-sumav,16
green,1,time_period_09,place-symcl,1241
green,1,time_period_09,place-tapst,60
green,1,time_period_09,place-waban,10
green,1,time_period_09,place-wascm,134
green,1,time_period_09,place-woodl,23
green,1,time_period_09,place-wrnst,146
orange,0,time_period_01,place-astao,1445
orange,0,time_period_01,place-bbsta,756
orange,0,time_period_01,place-ccmnl,2379
orange,0,time_period_01,place-chncl,549
orange,0,time_period_01,place-dwnxg,5235
orange,0,time_period_01,place-forhl,0
orange,0,time_period_01,place-grnst,97
orange,0,time_period_01,place-haecl,6607
orange,0,time_period_01,place-jaksn,690
orange,0,time_period_01,place-masta,478
orange,0,time_period_01,place-mlmnl,32962
orange,0,time_period_01,place-north,955
orange,0,time_period_01,place-ogmnl,8225
orange,0,time_period_01,place-rcmnl,237
orange,0,time_period_01,place-rugg,364
orange,0,time_period_01,place-sbmnl,241
orange,0,time_period_01,place-state,15133
orange,0,time_period_01,place-sull,29068
orange,0,time_period_01,place-tumnl,725
orange,0,time_period_01,place-welln,16595
orange,0,time_period_02,place-astao,4793
orange,0,time_period_02,place-bbsta,6766
orange,0,time_period_02,place-ccmnl,10519
orange,0,time_period_02,place-chncl,2073
orange,0,time_period_02,place-dwnxg,29584
orange,0,time_period_02,place-forhl,0
orange,0,time_period_02,place-grnst,626
orange,0,time_period_02,place-haecl,20002
orange,0,time_period_02,place-jaksn,4688
orange,0,time_period_02,place-masta,3852
orange,0,time_period_02,place-mlmnl,84361
orange,0,time_period_02,place-north,25098
orange,0,time_period_02,place-ogmnl,90419
orange,0,time_period_02,place-rcmnl,2168
orange,0,time_period_02,place-rugg,6108
orange,0,time_period_02,place-sbmnl,1228
orange,0,time_period_02,place-state,74225
orange,0,time_period_02,place-sull,49864
orange,0,time_period_02,place-tumnl,3618
orange,0,time_period_02,place-welln,53137
orange,0,time_period_03,place-astao,35801
orange,0,time_period_03,place-bbsta,27367
orange,0,time_period_03,place-ccmnl,43744
orange,0,time_period_03,place-chncl,8785
orange,0,time_period_03,place-dwnxg,147056
orange,0,time_period_03,place-forhl,0
orange,0,time_period_03,place-grnst,1997
orange,0,time_period_03,place-haecl,50443
orange,0,time_period_03,place-jaksn,12305
orange,0,time_period_03,place-masta,12226
orange,0,time_period_03,place-mlmnl,368627
orange,0,time_period_03,place-north,157674
orange,0,time_period_03,place-ogmnl,257299
orange,0,time_period_03,place-rcmnl,7798
orange,0,time_period_03,place-rugg,12985
orange,0,time_period_03,place-sbmnl,3292
orange,0,time_period_03,place-state,174121
orange,0,time_period_03,place-sull,164287
orange,0,time_period_03,place-tumnl,13580
orange,0,time_period_03,place-welln,217202
orange,0,time_period_04,place-astao,40497
orange,0,time_period_04,place-bbsta,49540
orange,0,time_period_04,place-ccmnl,92006
orange,0,time_period_04,place-chncl,30388
orange,0,time_period_04,place-dwnxg,210279
orange,0,time_period_04,place-forhl,0
orange,0,time_period_04,place-grnst,3648
orange,0,time_period_04,place-haecl,82494
orange,0,time_period_04,place-jaksn,11576
orange,0,time_period_04,place-masta,24096
orange,0,time_period_04,place-mlmnl,293410
orange,0,time_period_04,place-north,101480
orange,0,time_period_04,place-ogmnl,112082
orange,0,time_period_04,place-rcmnl,16394
orange,0,time_period_04,place-rugg,23138
orange,0,time_period_04,place-sbmnl,3488
orange,0,time_period_04,place-state,162634
